"","Longitude","Latitude"
"1",-84.4375,33.8541666666667
"2",-83.6458333333333,34.3541666666667
"3",-88.6875,45.1875
"4",-88.0208333333333,34.6458333333333
"5",-82.0625,45.3541666666667
"6",-78.6458333333333,39.5625
"7",-73.6875,41.3958333333333
"8",-85.0625,39.1875
"9",-78.3125,42.7291666666667
"10",-77.6041666666667,35.5208333333333
"11",-86.4375,35.1875
"12",-77.5625,45.1041666666667
"13",-82.1041666666667,32.6875
"14",-83.9375,43.7291666666667
"15",-82.6041666666667,38.6041666666667
"16",-85.8958333333333,45.1875
"17",-75.2291666666667,42.9375
"18",-80.8958333333333,39.5625
"19",-85.3125,40.6458333333333
"20",-85.2291666666667,31.8958333333333
"21",-73.1458333333333,42.8541666666667
"22",-86.8125,40.4375
"23",-86.9791666666667,32.1458333333333
"24",-84.8541666666667,42.0208333333333
"25",-88.4375,32.0625
"26",-84.7708333333333,30.7708333333333
"27",-75.3541666666667,39.6458333333333
"28",-82.8958333333333,34.5208333333333
"29",-86.6041666666667,31.1458333333333
"30",-88.6458333333333,40.6875
"31",-71.8125,43.5208333333333
"32",-82.4375,30.4375
"33",-84.8125,39.0208333333333
"34",-82.8541666666667,39.4791666666667
"35",-83.9375,35.1875
"36",-84.5625,37.1458333333333
"37",-85.0625,29.7291666666667
"38",-85.0208333333333,38.3541666666667
"39",-72.1875,42.9375
"40",-77.5208333333333,40.2291666666667
"41",-80.7291666666667,43.3125
"42",-79.3541666666667,41.5625
"43",-77.1875,44.3125
"44",-71.9791666666667,44.3958333333333
"45",-79.8125,42.8541666666667
"46",-86.3541666666667,36.9791666666667
"47",-77.0208333333333,35.8125
"48",-88.9375,32.2291666666667
"49",-69.5625,43.8125
"50",-86.6041666666667,40.5208333333333
"51",-79.4375,41.0208333333333
"52",-80.5208333333333,40.0208333333333
"53",-87.2708333333333,44.0625
"54",-86.2291666666667,37.4375
"55",-84.7291666666667,34.5208333333333
"56",-81.1041666666667,38.7291666666667
"57",-85.0625,32.7708333333333
"58",-78.7708333333333,37.6875
"59",-82.1041666666667,40.6041666666667
"60",-87.1458333333333,31.0208333333333
"61",-82.1458333333333,35.9375
"62",-83.1458333333333,36.1041666666667
"63",-72.5625,45.2291666666667
"64",-83.0208333333333,41.3541666666667
"65",-81.8125,30.0208333333333
"66",-82.7708333333333,39.8541666666667
"67",-79.1458333333333,44.3541666666667
"68",-83.7291666666667,43.3541666666667
"69",-86.5208333333333,40.5625
"70",-82.1458333333333,30.7708333333333
"71",-87.4791666666667,39.6041666666667
"72",-69.0208333333333,45.3541666666667
"73",-88.1041666666667,34.7291666666667
"74",-88.5208333333333,40.9375
"75",-86.0208333333333,32.2708333333333
"76",-73.3958333333333,43.7708333333333
"77",-83.9791666666667,38.7291666666667
"78",-71.0625,45.6041666666667
"79",-77.2708333333333,41.6875
"80",-76.4375,45.9791666666667
"81",-80.3125,45.8958333333333
"82",-83.9375,41.6041666666667
"83",-82.2708333333333,30.5208333333333
"84",-71.4375,45.6041666666667
"85",-82.8125,42.4791666666667
"86",-82.6458333333333,33.0625
"87",-79.0208333333333,40.6458333333333
"88",-87.5208333333333,30.5208333333333
"89",-84.5208333333333,38.7708333333333
"90",-84.6875,42.8958333333333
"91",-83.1041666666667,43.7708333333333
"92",-87.1875,30.4791666666667
"93",-83.9791666666667,36.8958333333333
"94",-84.8125,43.8125
"95",-76.3541666666667,40.5208333333333
"96",-79.2291666666667,35.4375
"97",-83.3125,33.5625
"98",-78.2291666666667,40.5208333333333
"99",-75.0625,41.3541666666667
"100",-81.9375,30.5625
"101",-84.6458333333333,36.7291666666667
"102",-85.1041666666667,44.2291666666667
"103",-76.3958333333333,41.5625
"104",-80.6041666666667,44.5625
"105",-79.2708333333333,44.8125
"106",-79.1458333333333,43.7291666666667
"107",-75.6458333333333,43.3541666666667
"108",-75.1041666666667,41.0625
"109",-86.6875,33.6041666666667
"110",-76.2291666666667,38.9791666666667
"111",-83.3958333333333,31.6875
"112",-84.1875,35.8541666666667
"113",-84.7708333333333,40.7291666666667
"114",-83.2291666666667,42.3541666666667
"115",-88.8541666666667,43.0208333333333
"116",-75.5208333333333,43.6041666666667
"117",-81.2708333333333,38.0625
"118",-75.0625,43.3541666666667
"119",-80.0208333333333,37.6041666666667
"120",-73.4791666666667,42.6875
"121",-80.8125,45.4375
"122",-85.1458333333333,45.7291666666667
"123",-76.3958333333333,39.3541666666667
"124",-73.6041666666667,44.0625
"125",-75.1041666666667,40.5625
"126",-87.1458333333333,30.7708333333333
"127",-84.4375,41.9375
"128",-82.4375,32.9375
"129",-82.3125,34.4375
"130",-82.8958333333333,33.3541666666667
"131",-86.6041666666667,34.6041666666667
"132",-76.4375,39.8125
"133",-83.3958333333333,32.8958333333333
"134",-86.3125,32.9375
"135",-74.6041666666667,44.6041666666667
"136",-74.8958333333333,41.3958333333333
"137",-82.2291666666667,42.2708333333333
"138",-76.9375,37.3125
"139",-86.5208333333333,41.8125
"140",-86.2708333333333,39.3958333333333
"141",-81.4375,29.7291666666667
"142",-69.7708333333333,43.7291666666667
"143",-74.6041666666667,39.5625
"144",-81.7291666666667,38.7291666666667
"145",-75.4791666666667,41.5208333333333
"146",-87.0208333333333,32.8541666666667
"147",-74.6458333333333,45.1875
"148",-85.3958333333333,41.2708333333333
"149",-78.1458333333333,37.6041666666667
"150",-86.8125,30.4375
"151",-71.6875,44.2708333333333
"152",-79.7708333333333,42.1041666666667
"153",-82.7708333333333,35.6458333333333
"154",-76.4791666666667,36.7708333333333
"155",-84.4375,45.6041666666667
"156",-71.6875,43.9375
"157",-81.0208333333333,38.5625
"158",-84.6458333333333,45.9791666666667
"159",-76.1458333333333,36.1458333333333
"160",-84.3958333333333,30.2291666666667
"161",-77.4375,43.0208333333333
"162",-85.3541666666667,44.5625
"163",-74.4791666666667,44.3541666666667
"164",-81.6041666666667,35.5208333333333
"165",-79.1458333333333,35.6041666666667
"166",-71.0208333333333,42.9791666666667
"167",-85.5208333333333,35.1458333333333
"168",-85.9791666666667,32.8958333333333
"169",-82.5208333333333,34.1875
"170",-82.1458333333333,29.8541666666667
"171",-87.7708333333333,40.4791666666667
"172",-80.3541666666667,38.0208333333333
"173",-75.2708333333333,42.6458333333333
"174",-88.0208333333333,41.1458333333333
"175",-68.8958333333333,45.6458333333333
"176",-73.9791666666667,43.8958333333333
"177",-86.8958333333333,38.9791666666667
"178",-80.6041666666667,34.6458333333333
"179",-88.5625,35.0625
"180",-71.5208333333333,42.1458333333333
"181",-76.4791666666667,40.1875
"182",-78.4375,34.6875
"183",-85.3958333333333,43.5208333333333
"184",-87.1875,36.4791666666667
"185",-86.1875,36.3541666666667
"186",-85.9375,34.3541666666667
"187",-79.8541666666667,44.5208333333333
"188",-85.4791666666667,45.9375
"189",-86.3125,32.1875
"190",-87.8125,44.2708333333333
"191",-82.0625,42.9791666666667
"192",-82.8541666666667,43.9375
"193",-83.0208333333333,30.7291666666667
"194",-87.1458333333333,37.0208333333333
"195",-78.3125,43.8958333333333
"196",-88.1041666666667,31.6875
"197",-85.5625,37.8125
"198",-85.1875,32.9791666666667
"199",-84.8541666666667,38.0625
"200",-87.7708333333333,30.6875
"201",-86.8125,41.8125
"202",-87.6875,42.9791666666667
"203",-82.1041666666667,37.4375
"204",-72.5625,43.1041666666667
"205",-86.0625,45.3541666666667
"206",-71.2291666666667,45.6875
"207",-72.1041666666667,44.9375
"208",-86.1041666666667,42.0208333333333
"209",-77.2291666666667,41.0625
"210",-79.6875,45.5625
"211",-82.6875,45.9791666666667
"212",-84.1041666666667,34.2291666666667
"213",-82.8541666666667,42.7291666666667
"214",-88.4375,30.5208333333333
"215",-81.8541666666667,40.8958333333333
"216",-83.4791666666667,30.4375
"217",-82.6875,35.3958333333333
"218",-80.8541666666667,35.9375
"219",-77.3958333333333,35.3541666666667
"220",-72.4375,43.1458333333333
"221",-84.1041666666667,31.2708333333333
"222",-83.0625,42.0208333333333
"223",-75.9375,38.9791666666667
"224",-81.4791666666667,40.2708333333333
"225",-82.9791666666667,32.2708333333333
"226",-80.3541666666667,40.3958333333333
"227",-84.8125,35.2708333333333
