"","Longitude","Latitude"
"1",-79.2291666666667,45.0208333333333
"2",-79.4791666666667,45.8958333333333
"3",-81.2708333333333,36.6458333333333
"4",-77.1041666666667,40.5625
"5",-76.3958333333333,43.2291666666667
"6",-77.0625,43.7291666666667
"7",-82.3541666666667,49.1458333333333
"8",-80.6458333333333,46.2291666666667
"9",-84.9375,29.8958333333333
"10",-78.3958333333333,34.9375
"11",-81.6875,38.5208333333333
"12",-76.0625,48.2708333333333
"13",-74.7291666666667,47.8541666666667
"14",-71.9375,47.3958333333333
"15",-83.7708333333333,33.4375
"16",-74.8958333333333,43.6041666666667
"17",-68.6875,45.1458333333333
"18",-72.6458333333333,42.9375
"19",-77.9375,44.0208333333333
"20",-84.1041666666667,36.1458333333333
"21",-80.8541666666667,46.4791666666667
"22",-84.1458333333333,48.2708333333333
"23",-76.6875,43.5208333333333
"24",-80.9375,37.1458333333333
"25",-87.3541666666667,38.0625
"26",-67.8125,49.4791666666667
"27",-80.3125,44.6458333333333
"28",-85.9791666666667,39.8958333333333
"29",-75.2708333333333,42.1041666666667
"30",-88.5625,37.2708333333333
"31",-81.1458333333333,34.9791666666667
"32",-87.7708333333333,48.3541666666667
"33",-76.3541666666667,36.8541666666667
"34",-79.6875,34.7708333333333
"35",-81.8541666666667,44.9791666666667
"36",-68.8958333333333,48.1041666666667
"37",-77.4791666666667,44.0208333333333
"38",-85.9791666666667,32.1041666666667
"39",-72.8958333333333,45.5208333333333
"40",-77.9791666666667,41.1875
"41",-83.3541666666667,30.3125
"42",-74.8541666666667,47.9791666666667
"43",-81.1041666666667,42.6875
"44",-87.0625,32.0625
"45",-87.5625,41.6041666666667
"46",-68.2291666666667,46.9791666666667
"47",-78.2291666666667,40.6458333333333
"48",-85.6875,49.0625
"49",-68.2708333333333,48.0625
"50",-72.4791666666667,42.0625
"51",-76.8958333333333,41.4375
"52",-77.2708333333333,43.1458333333333
"53",-87.2291666666667,33.6458333333333
"54",-74.4791666666667,47.2708333333333
"55",-73.1041666666667,41.7708333333333
"56",-78.4375,38.1875
"57",-70.1041666666667,45.4375
"58",-72.7708333333333,42.2708333333333
"59",-82.5208333333333,32.2291666666667
"60",-63.6875,45.0625
"61",-83.4791666666667,31.1458333333333
"62",-75.6041666666667,49.1041666666667
"63",-84.5208333333333,29.9375
"64",-83.1458333333333,44.2708333333333
"65",-67.4375,49.3958333333333
"66",-83.8125,43.3541666666667
"67",-82.1875,40.0625
"68",-82.3125,32.9375
"69",-74.4375,39.4791666666667
"70",-86.9791666666667,32.1041666666667
"71",-80.8958333333333,43.0625
"72",-82.7291666666667,35.2291666666667
"73",-80.0625,39.0208333333333
"74",-82.5208333333333,49.7291666666667
"75",-65.2708333333333,46.5208333333333
"76",-84.6875,37.7708333333333
"77",-74.1041666666667,43.7708333333333
"78",-83.9375,37.8125
"79",-77.4375,39.0208333333333
"80",-83.3125,31.8541666666667
"81",-75.3541666666667,47.9375
"82",-75.9375,49.3541666666667
"83",-77.3958333333333,48.4791666666667
"84",-79.1875,40.6458333333333
"85",-76.6041666666667,36.0208333333333
"86",-81.8541666666667,48.4791666666667
"87",-78.0208333333333,47.8125
"88",-72.3541666666667,45.1458333333333
"89",-83.7708333333333,43.1041666666667
"90",-84.8541666666667,36.8125
"91",-71.8958333333333,41.4791666666667
"92",-74.9791666666667,45.6041666666667
"93",-85.1875,32.8958333333333
"94",-72.4791666666667,49.7291666666667
"95",-88.3541666666667,43.8541666666667
"96",-78.3958333333333,36.7708333333333
"97",-65.0208333333333,48.7291666666667
"98",-80.1875,40.4375
"99",-88.2708333333333,33.3958333333333
"100",-81.3541666666667,36.0625
"101",-77.3541666666667,42.8541666666667
"102",-83.6458333333333,37.2291666666667
"103",-86.4375,43.6875
"104",-87.1041666666667,35.3125
"105",-87.9375,42.6458333333333
"106",-77.3958333333333,43.7708333333333
"107",-86.1875,46.0208333333333
"108",-88.1041666666667,35.2708333333333
"109",-63.3125,45.5625
"110",-83.0625,39.2291666666667
"111",-77.4375,43.1041666666667
"112",-70.8958333333333,48.5208333333333
"113",-81.9375,33.9375
